	GeneIndex	Name
20002	19996	prkar2
20003	19997	ak127190
20004	19998	slc25a20
20004	19998	cact
20004	19998	cac
20005	19999	arih2os
20005	19999	c3orf71
20006	20000	arih2
20006	20000	triad1
20007	20001	p4htm
20007	20001	p4h-tm
20007	20001	phd4
20007	20001	ph4
20007	20001	hifph4
20007	20001	flj20262
20007	20001	egln4
20007	20001	ph-4
20008	20002	wdr6
20008	20002	trm734
20009	20003	dalrd3
20009	20003	flj10496
20010	20004	mi0001448
20011	20005	ndufaf3
20011	20005	c3orf60
20011	20005	mgc10527
20011	20005	dkfzp564j0123
20011	20005	e3-3
20011	20005	2p1
20012	20006	mi0000465
20013	20007	impdh2
20014	20008	bc009321
20015	20009	qrich1
20015	20009	flj20259
20015	20009	verbras
20015	20009	ab-dip
20016	20010	qars1
20016	20010	qars
20017	20011	mi0022737
20018	20012	usp19
20018	20012	kiaa0891
20018	20012	zmynd9
20019	20013	lamc1
20019	20013	lamb2
20020	20014	lamb2p1
20020	20014	lamb2l
20021	20015	ccdc71
20021	20015	flj12800
20022	20016	klhdc8b
20022	20016	mgc35097
20023	20017	loc646498
20024	20018	iho1
20024	20018	ccdc36
20024	20018	flj25320
20024	20018	ct74
20024	20018	lela1
20025	20019	c3orf62
20025	20019	flj43654
20025	20019	maps
20026	20020	mi0015879
20027	20021	usp4
20027	20021	unp
20027	20021	unph
20028	20022	gpx1
20029	20023	rhoa
20029	20023	arh12
20029	20023	arha
20029	20023	rho12
20029	20023	rhoh12
20030	20024	tcta
20031	20025	amt
20031	20025	gcst
20031	20025	nkh
20032	20026	nicn1
20032	20026	mgc12936
20033	20027	npcedrg
20034	20028	dag1
20034	20028	a3a
20034	20028	156dag
20034	20028	agrnr
20034	20028	dag
20035	20029	bsn-dt
20035	20029	bsn-as2
20036	20030	bsn
20036	20030	znf231
20037	20031	apeh
20037	20031	d3f15s2
20037	20031	dnf15s2
20037	20031	d3s48e
20038	20032	stk4
20038	20032	mst1
20038	20032	krs2
20038	20032	ysk3
20039	20033	rnf123
20039	20033	flj12565
20039	20033	kpc1
20040	20034	amigo3
20041	20035	gmppb
20041	20035	kiaa1851
20042	20036	ip6k1
20042	20036	ihpk1
20042	20036	kiaa0263
20043	20037	cdhr4
20043	20037	cdh29
20043	20037	vllr9392
20044	20038	inka1
20044	20038	c3orf54
20044	20038	fam212a
20045	20039	uba7
20045	20039	ube1l
20045	20039	d8
20045	20039	ube2
20045	20039	uba1b
20046	20040	mi0018172
20047	20041	traip
20047	20041	trip
20047	20041	rnf206
20048	20042	camkv
20048	20042	mgc8407
20048	20042	vacamkl
20049	20043	mst1r
20049	20043	ron
20049	20043	ptk8
20049	20043	sea
20049	20043	cdw136
20049	20043	cd136
20050	20044	mon1a
20050	20044	mgc13272
20050	20044	sand1
20051	20045	rbm6
20051	20045	def-3
20051	20045	3g2
20051	20045	ny-lu-12
20051	20045	g16
20051	20045	def3
20052	20046	rbm5
20052	20046	luca15
20052	20046	luca-15
20052	20046	h37
20053	20047	rbm5-as1
20053	20047	lust
20054	20048	ak125500
20055	20049	sema3f
20055	20049	semak
20055	20049	sema4
20056	20050	mi0003572
20057	20051	gnat1
20057	20051	csnbad3
20058	20052	slc38a3
20058	20052	g17
20058	20052	sn1
20059	20053	gnai2
20059	20053	gnai2b
20059	20053	gip
20060	20054	mi0019797
20061	20055	bc033528
20062	20056	sema3b
20062	20056	semaa
20062	20056	sema
20062	20056	semav
20062	20056	luca-1
20062	20056	sema5
20063	20057	mi0022719
20064	20058	lsmem2
20064	20058	c3orf45
20064	20058	flj38608
20065	20059	ifrd2
20065	20059	skmc15
20065	20059	sm15
20065	20059	ifnrp
20066	20060	hyal3
20066	20060	luca-3
20066	20060	luca14
20066	20060	minna14
20067	20061	naa80
20067	20061	nat6
20067	20061	fus2
20068	20062	hyal1
20068	20062	luca1
20068	20062	hyal-1
20069	20063	hyal2
20069	20063	luca-2
20069	20063	luca2
20070	20064	tusc2
20070	20064	pdap2
20070	20064	fus1
20070	20064	pap
20070	20064	c3orf11
20071	20065	rassf1
20071	20065	nore2a
20071	20065	reh3p21
20071	20065	rda32
20071	20065	123f2
20072	20066	ab209621
20073	20067	zmynd10
20073	20067	blu
20073	20067	cild22
20073	20067	dnaaf7
20074	20068	nprl2
20074	20068	tusc4
20074	20068	npr2l
20074	20068	npr2
20075	20069	cyb561d2
20075	20069	101f6
20075	20069	tsp10
20076	20070	tmem115
20076	20070	pl6
20077	20071	cacna2d2
20077	20071	kiaa0558
20077	20071	alpha2delta-2
20078	20072	5s_rrna_22
20079	20073	c3orf18
20079	20073	g20
20080	20074	hemk1
20080	20074	mtq1
20081	20075	cish
20081	20075	cis
20081	20075	g18
20081	20075	cis-1
20081	20075	socs
20082	20076	mapkapk3
20082	20076	3pk
20082	20076	mapkap3
20082	20076	3pk
20082	20076	mk-3
20082	20076	mk3
20083	20077	mi0017434
20084	20078	dock3
20084	20078	kiaa0299
20084	20078	moca
20084	20078	pbp
20085	20079	manf
20085	20079	armet
20085	20079	arp
20086	20080	rbm15b
20086	20080	humagcgb
20086	20080	ott3
20087	20081	dcaf1
20087	20081	vprbp
20087	20081	kiaa0800
20087	20081	mgc102804
20088	20082	rad54l2
20088	20082	kiaa0809
20088	20082	srisnf2l
20088	20082	arip4
20089	20083	tex264
20089	20083	zsig11
20089	20083	flj13935
20090	20084	grm2
20090	20084	gprc1b
20090	20084	mglu2
20090	20084	mglur2
20091	20085	iqcf6
20092	20086	iqcf1
20092	20086	mgc39725
20093	20087	iqcf4
20094	20088	iqcf3
20095	20089	iqcf2
20096	20090	iqcf5
20097	20091	rrp9
20097	20091	rnu3ip2
20097	20091	u3-55k
20098	20092	parp3
20098	20092	adprtl3
20098	20092	adprt3
20098	20092	irt1
20098	20092	hparp-3
20098	20092	padprt-3
20098	20092	artd3
20099	20093	gpr62
20100	20094	pcbp4
20100	20094	mcg10
20100	20094	lip4
20101	20095	abhd14b
20101	20095	mgc15429
20101	20095	cib
20102	20096	abhd14a
20102	20096	dkfzp564o243
20102	20096	dorz1
20103	20097	abhd14a-acy1
20104	20098	acy1
20105	20099	rpl29
20105	20099	rpl29p10
20105	20099	hip
20105	20099	humrpl29
20105	20099	l29
20106	20100	dusp7
20106	20100	mkp-x
20106	20100	pyst2
20107	20101	linc00696
20107	20101	c3orf74
20108	20102	poc1a
20108	20102	wdr51a
20108	20102	dkfzp434c245
20109	20103	alas1
20109	20103	alas3
20109	20103	alas
20109	20103	alas-h
20110	20104	tlr9
20110	20104	cd289
20111	20105	twf2
20111	20105	ptk9l
20111	20105	a6rp
20111	20105	a6r
20112	20106	bc039681
20113	20107	ppm1m
20113	20107	pp2ceta
20113	20107	flj32332
20114	20108	wdr82p1
20114	20108	wdr82
20114	20108	sw2
20114	20108	hcg26824
20114	20108	wdr82b
20115	20109	mi0000433
20116	20110	glyctk
20116	20110	hbebp4
20116	20110	hbebp2
20117	20111	mi0000452
20118	20112	dnah1
20118	20112	xlhsrf-1
20118	20112	dnahc1
20118	20112	hdhc7
20118	20112	hl-11
20118	20112	hl11
20119	20113	rnf2
20119	20113	bap-1
20119	20113	bap1
20119	20113	ding
20119	20113	hipi3
20119	20113	ring1b
20119	20113	ring2
20120	20114	phf7
20120	20114	nyd-sp6
20120	20114	hspc226
20121	20115	sema3g
20121	20115	flj00014
20121	20115	sem2
20122	20116	tnni3
20122	20116	cmd2a
20122	20116	tnnc1
20122	20116	cmh7
20123	20117	nisch
20123	20117	kiaa0975
20123	20117	i-1
20123	20117	iras
20124	20118	stab1
20124	20118	kiaa0246
20124	20118	stab-1
20124	20118	feel-1
20124	20118	clever-1
20124	20118	fele-1
20124	20118	fex1
20124	20118	scarh2
20125	20119	nt5dc2
20125	20119	flj12442
20126	20120	smim4
20126	20120	c3orf78
20127	20121	pbrm1
20127	20121	baf180
20127	20121	pb1
20127	20121	smarch1
20128	20122	u6atac_3
20129	20123	gnl3
20129	20123	c77032
20129	20123	e2ig3
20129	20123	mgc800
20129	20123	ns
20130	20124	snord19
20130	20124	hbii-108
20131	20125	snord19b
20132	20126	snord69
20132	20126	hbii-210
20133	20127	glt8d1
20133	20127	ad-017
20133	20127	flj14611
20134	20128	spcs1
20134	20128	spc12
20134	20128	hspc033
20134	20128	yjr010c-a
20134	20128	spc1
20135	20129	nek4
20135	20129	stk2
20135	20129	nrk2
20135	20129	pp12301
20136	20130	itih1
20136	20130	h1p
20136	20130	iatih
20136	20130	itih
20137	20131	itih3
20137	20131	h3p
20138	20132	ax746575
20139	20133	itih4
20139	20133	itihl1
20139	20133	ihrp
20139	20133	h4p
20140	20134	dkfzp686g21125
20141	20135	mustn1
20141	20135	mustang
20142	20136	stimate-mustn1
20142	20136	tmem110-mustn1
20143	20137	stimate
20143	20137	tmem110
20143	20137	mgc52022
20144	20138	mi0025900
20145	20139	sfmbt1
20145	20139	ru1
20145	20139	dkfzp434l243
20145	20139	sfmbt
20146	20140	rft1
20146	20140	cdg1n
20147	20141	prkcd
20148	20142	tkt
20149	20143	dcp1a
20149	20143	hsa275986
20149	20143	smif
20149	20143	smad4ip1
20150	20144	y_rna_15
20151	20145	snora26
20151	20145	hbi-6
20152	20146	cacna1d
20152	20146	cchl1a2
20152	20146	cacnl1a2
20152	20146	cav1.3
20152	20146	cach3
20152	20146	cacn4
20153	20147	chdh
20154	20148	il17rb
20154	20148	il17br
20154	20148	il17rh1
20154	20148	evi27
20154	20148	crl4
20155	20149	actr8
20155	20149	ino80n
20155	20149	arp8
20156	20150	selenok
20156	20150	selk
20157	20151	7sk_16
20158	20152	cacna2d3
20158	20152	hsa272268
20158	20152	alpha2delta-3
20159	20153	bc065373
20160	20154	esrg
20160	20154	hesrg
20161	20155	cacna2d3-as1
20162	20156	lrtm1
20162	20156	ht017
20163	20157	wnt5a
20163	20157	hwnt5a
20164	20158	erc2
20164	20158	cast
20164	20158	cast1
20164	20158	kiaa0378
20164	20158	spbc110
20164	20158	spc110
20164	20158	elksl
20165	20159	erc2-it1
20165	20159	c1orf1
20165	20159	c3orf51
20165	20159	po42
20166	20160	mi0016594
20167	20161	5s_rrna_23
20168	20162	ccdc66
20168	20162	dkfzp686c0433
20169	20163	tasor
20169	20163	c3orf63
20169	20163	fam208a
20169	20163	se89-1
20169	20163	rap140
20169	20163	kiaa1105
20169	20163	tasor1
20170	20164	arhgef3
20170	20164	sta3
20170	20164	xpln
20170	20164	gef3
20170	20164	dkfzp434f2429
20171	20165	arhgef3-as1
20172	20166	spata12
20173	20167	il17rd
20173	20167	sef
20173	20167	il17rlm
20173	20167	flj35755
20173	20167	il-17rd
20174	20168	hesx1
20174	20168	rpx
20174	20168	anf
20175	20169	appl1
20175	20169	appl
20176	20170	asb14
20176	20170	dkfzp313l0121
20177	20171	dnah12
20177	20171	dnhd2
20177	20171	dnah12l
20177	20171	dnah7l
20177	20171	dlp12
20177	20171	dnahc3
20177	20171	hl-19
20177	20171	hdhc3
20177	20171	dhc3
20177	20171	flj40427
20177	20171	flj44290
20178	20172	pde12
20178	20172	dkfzp667b1218
20178	20172	2'-pde
20178	20172	3635
20179	20173	arf4
20179	20173	arf2
20180	20174	dennd6a
20180	20174	fam116a
20180	20174	flj34969
20180	20174	afi1a
20181	20175	slmap
20181	20175	slap
20181	20175	kiaa1601
20182	20176	flnb
20182	20176	fln1l
20182	20176	lrs1
20182	20176	tap
20182	20176	tabp
20182	20176	abp-278
20182	20176	fh1
20183	20177	bc041347
20184	20178	dnase1l3
20184	20178	dnas1l3
20184	20178	lsd
20185	20179	abhd6
20186	20180	rpp14
20186	20180	p14
20187	20181	pxk
20187	20181	flj20335
20187	20181	slob
20188	20182	pdhb
20188	20182	pdhe1b
20188	20182	e1beta
20189	20183	kctd6
20189	20183	mgc27385
20189	20183	kcash3
20190	20184	acox2
20190	20184	brcacox
20190	20184	brcox
20190	20184	thccox
20191	20185	fam107a
20191	20185	drr1
20191	20185	tu3a
20192	20186	fam3d
20192	20186	ef7
20192	20186	oit1
20193	20187	cfap20dc
20193	20187	c3orf67
20193	20187	flj42117
20193	20187	flj42930
20194	20188	ak090895
20195	20189	fhit
20195	20189	fra3b
20195	20189	ap3aase
20196	20190	npcr
20197	20191	u3_2
20198	20192	ptprg
20198	20192	ptpg
20198	20192	rptpg
20199	20193	ptprg-as1
20200	20194	c3orf14
20200	20194	ht021
20201	20195	fezf2
20201	20195	znf312
20201	20195	flj10142
20201	20195	fksg36
20201	20195	tof
20201	20195	fezl
20201	20195	zfp312
20202	20196	cadps
20202	20196	caps
20202	20196	kiaa1121
20202	20196	caps1
20202	20196	unc-31
20203	20197	metazoa_srp_15
20204	20198	linc00698
20205	20199	synpr
20205	20199	mgc26651
20205	20199	spo
20206	20200	synpr-as1
20207	20201	sntn
20207	20201	flj44379
20207	20201	s100al
20208	20202	c3orf49
20209	20203	thoc7
20209	20203	nif3l1bp1
20209	20203	flj23445
20209	20203	fsap24
20210	20204	atxn7
20210	20204	sca7
20210	20204	opca3
20210	20204	adcaii
20210	20204	sgf73
20211	20205	psmd6-as2
20212	20206	psmd6
20212	20206	s10
20212	20206	p44s10
20212	20206	kiaa0107
20212	20206	rpn7
20213	20207	prickle2-as1
20214	20208	loc100287879
20215	20209	prickle2
20215	20209	dkfzp686d143
20216	20210	prickle2-as2
20217	20211	prickle2-as3
20218	20212	adamts9
20218	20212	kiaa1312
20219	20213	ak125532
20220	20214	bc071789
20221	20215	adamts9-as2
20222	20216	magi1
20222	20216	baiap1
20222	20216	bap1
20222	20216	magi-1
20222	20216	tnrc19
20222	20216	aip3
20222	20216	wwp3
20223	20217	ak124433
20224	20218	magi1-as1
20225	20219	slc25a26
20226	20220	lrig1
20226	20220	lig-1
20226	20220	dkfzp586o1624
20226	20220	lig1
20227	20221	kbtbd8
20227	20221	ta-krp
20227	20221	kiaa1842
20228	20222	mi0015880
20229	20223	suclg2
20230	20224	bc038210
20231	20225	al832184
20232	20226	tafa1
20232	20226	fam19a1
20232	20226	tafa-1
20233	20227	ax747367
20234	20228	tafa4
20234	20228	fam19a4
20234	20228	tafa-4
20235	20229	5s_rrna_24
20236	20230	eogt
20236	20230	c3orf64
20236	20230	aer61
20236	20230	flj33770
20237	20231	tmf1
20237	20231	ara160
20237	20231	tmf
20238	20232	mi0014158
20239	20233	uba3
20239	20233	ube1c
20239	20233	huba3
20239	20233	nae2
20240	20234	arl6ip5
20240	20234	praf3
20240	20234	jwa
20240	20234	gtrap3-18
20240	20234	derp11
20240	20234	hspc127
20240	20234	yip6b
20241	20235	lmod3
20242	20236	frmd4b
20242	20236	kiaa1013
20242	20236	grsp1
20243	20237	mitf
20243	20237	ws2a
20243	20237	ws2
20243	20237	mi
20243	20237	bhlhe32
20244	20238	metazoa_srp_16
20245	20239	bc015590
20246	20240	foxp1
20246	20240	qrf1
20246	20240	12cc4
20246	20240	hspc215
20246	20240	hfkh1b
20247	20241	bc040624
20248	20242	mi0006431
20249	20243	ak025793
20250	20244	eif4e3
20250	20244	mgc39820
20251	20245	gpr27
20251	20245	sreb1
20252	20246	prok2
20252	20246	pk2
20252	20246	bv8
20252	20246	mit1
20252	20246	kal4
20253	20247	ak097190
20254	20248	linc00870
20255	20249	rybp
20255	20249	yeaf1
20255	20249	aap1
20255	20249	dedaf
20256	20250	shq1
20256	20250	flj10539
20256	20250	shq1p
20257	20251	gxylt2
20257	20251	glt8d4
20258	20252	ppp4r2
20259	20253	ebln2
20260	20254	pdzrn3
20260	20254	kiaa1095
20260	20254	semacap3
20260	20254	lnx3
20260	20254	semcap3
20261	20255	cntn3
20261	20255	pang
20261	20255	big-1
20262	20256	mi0019111
20263	20257	dq584669
20264	20258	fam86dp
20264	20258	fam86d
20265	20259	mi0006657
20266	20260	flj20518
20267	20261	loc401074
20268	20262	znf717
20268	20262	znf838
20268	20262	x17
20269	20263	mi0015881
20270	20264	robo2
20270	20264	kiaa1568
20271	20265	u6_27
20272	20266	robo1
20272	20266	dutt1
20272	20266	flj21882
20272	20266	sax3
20273	20267	mi0016430
20274	20268	gbe1
20275	20269	u2_7
20276	20270	bc031255
20277	20271	loc440970
20278	20272	cadm2
20278	20272	igsf4d
20278	20272	necl3
20278	20272	necl-3
20278	20272	syncam2
20279	20273	mi0019292
20280	20274	cadm2-as2
20281	20275	vgll3
20281	20275	vgl-3
20282	20276	bc050344
20283	20277	mi0017442
20284	20278	chmp2b
20284	20278	dkfzp564o123
20284	20278	chmp2.5
20284	20278	vps2b
20285	20279	pou1f1
20285	20279	pit1
20285	20279	ghf-1
20285	20279	pou1f1a
20285	20279	pit-1
20286	20280	u6atac_4
20287	20281	htr1f
20287	20281	htr1el
20287	20281	5-ht1f
20288	20282	cggbp1
20288	20282	p20-cggbp
20288	20282	cggbp
20289	20283	znf654
20289	20283	flj10997
20289	20283	flj21142
20290	20284	c3orf38
20290	20284	mgc26717
20291	20285	epha3
20291	20285	etk
20291	20285	etk1
20291	20285	tyro4
20291	20285	hek
20291	20285	hek4
20292	20286	u3_3
20293	20287	u6_28
20294	20288	pros1
20294	20288	pros
20295	20289	arl13b
20295	20289	arl2l1
20295	20289	dkfzp761h079
20295	20289	jbts8
20296	20290	stx19
20296	20290	mgc21382
20297	20291	dhfr2
20297	20291	dhfrp4
20297	20291	dhfrl1
20297	20291	flj16119
20298	20292	nsun3
20298	20292	flj22609
20299	20293	u7_7
20300	20294	linc00879
20301	20295	loc100287639
20302	20296	mi0025896
20303	20297	epha6
20303	20297	flj35246
20304	20298	arl6
20304	20298	bbs3
20304	20298	rp55
20305	20299	crybg3
20305	20299	dkfzp667g2110
20306	20300	riox2
20306	20300	mina
20306	20300	mina53
20306	20300	flj14393
20306	20300	mdig
20306	20300	no52
20306	20300	jmjd10
20307	20301	gabrr3
20308	20302	or5ac2
20308	20302	hsa1
20309	20303	or5h1
20309	20303	htpcrx14
20309	20303	hshtpcrx14
20310	20304	or5h14
20311	20305	or5h15
20312	20306	or5h6
20313	20307	or5h2
20314	20308	or5k4
20315	20309	or5k3
20316	20310	or5k1
20316	20310	htpcrx10
20316	20310	hshtpcrx10
20317	20311	or5k2
20318	20312	cldnd1
20318	20312	c3orf4
20318	20312	z38
20319	20313	gpr15
20320	20314	cpox
20320	20314	cpo
20320	20314	cpx
20320	20314	hcp
20321	20315	st3gal6-as1
20322	20316	st3gal6
20322	20316	siat10
20322	20316	st3galvi
20323	20317	dcbld2
20323	20317	clcp1
20323	20317	esdn
20324	20318	col8a1
20324	20318	c3orf7
20324	20318	mgc9568
20325	20319	cmss1
20325	20319	c3orf26
20325	20319	mgc4308
20326	20320	filip1l
20326	20320	doc-1
20326	20320	gip130
20327	20321	af090939
20328	20322	mi0016428
20329	20323	tmem30cp
20329	20323	tmem30c
20329	20323	cdc50c
20330	20324	tbc1d23
20330	20324	flj11046
20331	20325	nit2
20332	20326	tomm70
20332	20326	tomm70a
20332	20326	kiaa0719
20332	20326	tom70
20333	20327	lnpk
20333	20327	kiaa1715
20333	20327	ul
20333	20327	lnp1
20333	20327	lnp
20334	20328	tmem45a
20334	20328	flj10134
20334	20328	derp7
20335	20329	adgrg7
20335	20329	gpr128
20335	20329	flj14454
20336	20330	tfg
20336	20330	tf6
20336	20330	flj36137
20336	20330	spg57
20337	20331	abi3bp
20337	20331	neshbp
20337	20331	dkfzp586l2024
20337	20331	tarsh
20338	20332	u6_29
20339	20333	impg2
20339	20333	ipm200
20339	20333	rp56
20339	20333	spacrcan
20340	20334	senp7
20341	20335	fam172bp
20341	20335	fam172b
20341	20335	loc131909
20341	20335	flj45679
20342	20336	trmt10c
20342	20336	rg9mtd1
20342	20336	flj20432
20342	20336	mrpp1
20343	20337	pcnp
20344	20338	zbtb11
20344	20338	znf-u69274
20344	20338	znf913
20345	20339	zbtb11-as1
20346	20340	rsl24d1
20346	20340	c15orf15
20346	20340	hrp-l30-iso
20346	20340	l30
20346	20340	rpl24l
20346	20340	rpl24
20347	20341	pdcl3p4
20348	20342	cep97
20348	20342	lrriq2
20348	20342	flj23047
20349	20343	nxpe3
20349	20343	fam55c
20349	20343	mgc15606
20350	20344	nfkbiz
20350	20344	mail
20350	20344	flj34463
20350	20344	inap
20351	20345	loc152225
20352	20346	zpld1
20353	20347	dd413615
20354	20348	mi0016752
20355	20349	bc070396
20356	20350	trna_pseudo_23
20357	20351	alcam
20357	20351	cd166
20357	20351	memd
20358	20352	cblb
20358	20352	rnf56
20358	20352	cbl-b
20359	20353	linc00882
20360	20354	u6_30
20361	20355	dubr
20361	20355	linc00883
20362	20356	ax747913
20363	20357	ccdc54
20363	20357	nyd-sp17
20363	20357	flj25362
20363	20357	sp17
20364	20358	bc042024
20365	20359	bbx
20365	20359	mds001
20365	20359	hspc339
20365	20359	hbp2
20366	20360	linc00635
20367	20361	linc00636
20368	20362	cd47
20368	20362	mer6
20368	20362	iap
20368	20362	oa3
20369	20363	ift57
20369	20363	esrrbl1
20369	20363	flj10147
20369	20363	hippi
20369	20363	mhs4r2
20370	20364	hhla2
20370	20364	b7h7
20370	20364	b7-h5
20370	20364	b7y
20370	20364	b7-h7
20371	20365	myh15
20371	20365	kiaa1000
20372	20366	cip2a
20372	20366	kiaa1524
20373	20367	dzip3
20373	20367	hrul138
20373	20367	ppp1r66
20374	20368	retnlb
20374	20368	hxcp2
20374	20368	fizz2
20374	20368	relmb
20375	20369	trat1
20375	20369	tcrim
20375	20369	hspc062
20375	20369	trim
20376	20370	guca1c
20376	20370	gcap3
20377	20371	morc1
20377	20371	morc
20377	20371	zcw6
20377	20371	ct33
20378	20372	c3orf85
20378	20372	flj22763
20379	20373	linc00488
20379	20373	c3orf66
20379	20373	flj41232
20380	20374	dppa2
20380	20374	pescrg1
20380	20374	ct100
20381	20375	dppa4
20381	20375	flj10713
20382	20376	flj25363
20383	20377	mi0016788
20384	20378	u6atac_5
20385	20379	trna_7
20386	20380	loc151760
20387	20381	nectin3-as1
20387	20381	pvrl3-as1
20388	20382	nectin3
20388	20382	pvrl3
20388	20382	nectin-3
20388	20382	ppr3
20388	20382	pvrr3
20388	20382	dkfzp566b0846
20388	20382	cdw113
20388	20382	cd113
20389	20383	cd96
20389	20383	tactile
20390	20384	zbed2
20390	20384	mgc10796
20391	20385	plcxd2
20391	20385	flj31579
20392	20386	ax747104
20393	20387	phldb2
20393	20387	ll5beta
20393	20387	flj21791
20393	20387	ll5b
20394	20388	abhd10
20394	20388	flj11342
20395	20389	tagln3
20395	20389	np25
20395	20389	np22
20396	20390	tmprss7
20397	20391	c3orf52
20397	20391	flj23186
20397	20391	ttmp
20398	20392	mi0003573
20399	20393	gcsam
20399	20393	gcet2
20399	20393	mgc40441
20399	20393	hgal
20400	20394	slc9c1
20400	20394	slc9a10
20400	20394	nhe
20401	20395	bc041484
20402	20396	cd200
20402	20396	mox1
20402	20396	mox2
20402	20396	mrc
20402	20396	ox-2
20403	20397	btla
20403	20397	btla1
20403	20397	cd272
20404	20398	atg3
20404	20398	apg3l
20404	20398	pc3-96
20404	20398	flj22125
20404	20398	mgc15201
20404	20398	dkfzp564m1178
20405	20399	slc35a5
20405	20399	flj20730
20406	20400	ccdc80
20406	20400	linc01279
20406	20400	urb
20406	20400	ssg1
20406	20400	dro1
20406	20400	cl2
20406	20400	tcons_00006930
20407	20401	cd200r1l
20407	20401	cd200rla
20407	20401	cd200r2
20408	20402	cd200r1
20408	20402	mox2r
20408	20402	ox2r
20408	20402	hcrtr2
20408	20402	cd200r
20409	20403	gtpbp8
20409	20403	hspc135
20410	20404	nepro
20410	20404	c3orf17
20410	20404	dkfzp434f2021
20410	20404	net17
20411	20405	boc
20411	20405	cdon2
20411	20405	boi
20412	20406	cfap44
20412	20406	wdr52
20412	20406	flj11142
20413	20407	cfap44-as1
20413	20407	wdr52-as1
20414	20408	mi0025912
20415	20409	spice1
20415	20409	ccdc52
20415	20409	spice
20416	20410	sidt1
20416	20410	flj20174
20416	20410	sid-1
20417	20411	mi0016789
20418	20412	metazoa_srp_17
20419	20413	usf3
20419	20413	kiaa2018
20420	20414	naa50
20420	20414	mak3
20420	20414	nat13
20420	20414	flj13194
20420	20414	nat5
20420	20414	san
20421	20415	atp6v1a
20421	20415	vpp2
20421	20415	atp6a1
20421	20415	atp6v1a1
20421	20415	vma1
20421	20415	va68
20422	20416	gramd1c
20422	20416	dkfzp434c0328
20423	20417	zdhhc23
20423	20417	mgc42530
20424	20418	ccdc191
20424	20418	kiaa1407
20425	20419	qtrt2
20425	20419	qtrtd1
20425	20419	flj12960
20426	20420	drd3
20427	20421	ax747798
20428	20422	znf80
20428	20422	pt17
20429	20423	tigit
20429	20423	vsig9
20429	20423	vstm3
20429	20423	flj39873
20429	20423	dkfzp667a205
20430	20424	mi0003574
20431	20425	zbtb20
20431	20425	znf288
20431	20425	oda-8s
20431	20425	dkfzp566f123
20431	20425	dpzf
20432	20426	zbtb20-as1
20433	20427	mi0017443
20434	20428	gap43
20434	20428	b-50
20434	20428	pp46
20434	20428	gap-43
20435	20429	lsamp
20435	20429	lamp
20435	20429	iglon3
20436	20430	ak311120
20437	20431	tusc7
20437	20431	ncrna00295
20437	20431	lsamp-as3
20437	20431	linc00902
20437	20431	loc285194
20438	20432	mi0016790
20439	20433	linc00901
20439	20433	lsamp-as4
20439	20433	tcons_00005428
20439	20433	bc040587
20440	20434	jb175279
20441	20435	eu250752
20442	20436	igsf11
20442	20436	bt-igsf
20442	20436	mgc35227
20442	20436	igsf13
20442	20436	vsig3
20442	20436	ct119
20443	20437	igsf11-as1
20444	20438	tex55
20444	20438	c3orf30
20444	20438	flj32859
20444	20438	tscpa
20445	20439	upk1b
20445	20439	upk1
20445	20439	tspan20
20446	20440	b4galt4
20446	20440	beta4gal-t4
20447	20441	arhgap31
20447	20441	cdgap
20448	20442	tmem39a
20448	20442	flj10902
20448	20442	susr2
20449	20443	poglut1
20449	20443	c3orf9
20449	20443	ktelc1
20449	20443	mds010
20449	20443	mgc32995
20449	20443	9630046k23rik
20449	20443	mdsrp
20449	20443	hclp46
20449	20443	kdelcl1
20449	20443	rumi
20450	20444	timmdc1
20450	20444	c3orf1
20450	20444	flj22597
20451	20445	cd80
20451	20445	cd28lg
20451	20445	cd28lg1
20451	20445	b7.1
20451	20445	b7-1
20452	20446	adprh
20452	20446	arh1
20453	20447	pla1a
20453	20447	ps-pla1
20454	20448	popdc2
20454	20448	pop2
20455	20449	cox17
20456	20450	ak095366
20457	20451	cfap91
20457	20451	c3orf15
20457	20451	maats1
20457	20451	aat1
20457	20451	aat1alpha
20457	20451	spata26
20457	20451	cam-ip2
20457	20451	aat-1
20458	20452	nr1i2
20458	20452	onr1
20458	20452	pxr
20458	20452	bxr
20458	20452	sxr
20458	20452	par2
20459	20453	gsk3b
20460	20454	bc035247
20461	20455	gpr156
20461	20455	pgr28
20461	20455	gababl
20462	20456	lrrc58
20463	20457	fstl1
20463	20457	frp
20463	20457	fsl1
20463	20457	occ1
20463	20457	occ-1
20463	20457	tsc36
20464	20458	mi0000240
20465	20459	ndufb4
20465	20459	b15
20466	20460	hgd
20466	20460	aku
20466	20460	hgo
20467	20461	rabl3
20467	20461	mgc23920
20468	20462	gtf2e1
20468	20462	tfiie-a
20468	20462	fe
20469	20463	bc032918
20470	20464	stxbp5l
20470	20464	kiaa1006
20470	20464	llgl4
20470	20464	tomosyn-2
20471	20465	mi0019282
20472	20466	polq
20472	20466	polh
20473	20467	argfx
20474	20468	fbxo40
20474	20468	kiaa1195
20474	20468	fbx40
20475	20469	hcls1
20475	20469	hs1
20475	20469	cttnl
20476	20470	golgb1
20476	20470	gcp
20476	20470	gcp372
20476	20470	giantin
20476	20470	golim1
20477	20471	iqcb1
20477	20471	kiaa0036
20477	20471	nphp5
20477	20471	slsn5
20478	20472	eaf2
